,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_of_Loan,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Rating,Credit_Mix_Bad,Credit_Mix_Good,Credit_Mix_Standard,Payment_of_Min_Amount_No,Payment_of_Min_Amount_Yes
10107,27,53894.12,4583.176666666667,8,4,1.0,20.0,8.71,3.0,557.04,29.318598979445948,23.93700874604136,152.40578,531.97485,682.2635287090167,0,1,0,1,0
10108,27,53894.12,4583.176666666667,8,4,1.0,18.0,8.71,3.0,557.04,29.456632654282597,23.93700874604136,219.77556,494.6051,678.6182135300719,0,1,0,1,0
10109,27,53894.12,4583.176666666667,8,4,1.0,18.0,8.71,3.0,557.04,28.064869512780184,23.93700874604136,484.61505,239.76561,664.8731025999656,0,1,0,1,0
10113,16,20915.42,1616.9516666666666,9,6,5.0,13.0,6.68,9.0,2093.75,36.8676771334355,61.36285837154732,57.964546,322.36777,614.0698745771854,1,0,0,0,1
10161,18,69374.78,5710.231666666668,1,3,2.0,5.0,11.07,1.0,1171.73,32.77645469915361,68.54205264869616,107.905685,644.57544,673.7712252004161,0,1,0,1,0
10162,19,69374.78,5710.231666666668,1,3,2.0,5.0,11.07,1.0,1171.73,32.29699623197159,68.54205264869616,61.467644,681.0135,707.3705648884492,0,1,0,1,0
10163,19,69374.78,5710.231666666668,1,3,2.0,5.0,11.07,1.0,1171.73,32.724246328638955,68.54205264869616,66.863144,675.618,698.7689690752098,0,1,0,1,0
10187,17,18444.26,1360.0216666666663,3,5,2.0,13.0,6.5,7.0,1353.57,35.3115959082718,20.96473905773789,86.45299,318.58444,656.2291628193723,0,0,1,0,1
10191,17,18444.26,1268.397171006678,3,5,2.0,11.0,9.5,10.0,1353.57,33.4681230926318,112.58923471772646,174.06677,230.97066,665.6885841314355,0,0,1,0,1
10226,26,81268.8,6849.399999999999,8,7,0.0,16.0,13.91,2.0,597.85,30.77688254954229,0.0,433.42004,531.51996,645.5029180543755,0,0,1,0,1
10237,35,19708.86,1435.405,6,4,3.0,8.0,12.16,5.0,390.29,30.427060886085528,43.65067805389013,118.96552,270.92432,639.479912700815,0,0,1,0,1
10243,36,56175.12,4916.26,5,7,7.0,14.0,15.75,8.0,1755.34,36.00842700319865,268.55148349032294,190.71094,282.3636,485.56563759355384,0,0,1,0,1
10245,36,56175.12,4916.26,5,7,7.0,15.0,15.75,8.0,1755.34,35.567803388608425,268.55148349032294,145.47363,327.6009,463.3949819770413,0,0,1,0,1
10259,14,30363.73,2734.310833333333,8,6,5.0,13.0,15.84,6.0,1394.85,32.62430515275279,100.1215362204902,117.44647,345.86307,632.3796154657034,0,0,1,0,1
10294,36,57196.56,4838.38,6,3,3.0,14.0,7.53,4.0,1269.7,32.14987509639758,74.30448442759949,235.06358,434.46994,502.3235859836126,0,0,1,0,1
10295,-500,57196.56,4838.38,6,3,3.0,12.0,7.53,4.0,1269.7,37.09223522139234,74.30448442759949,479.2321,210.30142,544.7092683956757,0,0,1,0,1
10327,43,41896.88,3664.406666666666,5,7,4.0,9.0,5.9,5.0,317.73,36.36326821271904,132.31810861531056,73.73108,400.39148,517.0970516772575,0,1,0,1,0
10359,36,16474.846,1247.9037500000004,0,5,2.0,6.0,4.17,7.0,340.96,29.7120403410917,19.660740384509907,80.06191,295.06772,652.9920641671868,0,1,0,1,0
10411,38,14896.98,1232.415,8,10,8.0,24.0,5.53,11.0,1644.92,32.022281289912485,56.01314279429408,86.315285,270.91306,354.9405922360785,1,0,0,0,1
10459,14,34627.86,2748.655,8,8,3.0,13.0,10.17,11.0,2538.81,29.182942622725047,81.83340589230718,194.3078,288.7243,529.0518754150703,0,0,1,0,1
10485,17,14646.96,1156.58,7,7,4.0,9.0,16.6,5.0,1461.76,33.281862447256195,46.00273231964941,106.06603,253.58923,585.6604293298592,0,0,1,0,1
10492,39,26282.47,2125.205833333333,7,5,2.0,18.0,6.68,4.0,1007.91,35.26280295117917,23.409291173613912,123.14863,345.96265,709.7290939083881,0,0,1,1,0
10495,39,26282.47,2125.205833333333,7,5,2.0,16.0,4.68,4.0,1007.91,32.144162355424875,23.409291173613912,79.270226,379.84106,694.6469061450504,0,0,1,1,0
10496,23,14790.965,1369.580416666667,5,7,1.0,16.0,10.64,6.0,1382.27,33.919638272658204,10.899070864736256,51.08216,364.9768,662.8921305572695,0,0,1,0,1
10498,23,14790.965,1369.580416666667,5,7,1.0,15.0,16.64,6.0,1382.27,29.131699517370123,10.899070864736256,32.742443,333.31653,665.5409042947824,0,0,1,0,1
10503,23,14790.965,1369.580416666667,5,7,1.0,15.0,11.64,6.0,1382.27,37.20353724973967,10.899070864736256,119.63596,286.423,510.8237053166393,0,0,1,0,1
10531,40,57296.46,4618.705,7,10,2.0,21.0,7.35,7.0,2371.73,35.26411339822875,66.18363518530407,67.75018,567.9367,638.3187420886582,1,0,0,0,1
10532,40,57296.46,4618.705,7,10,2.0,21.0,7.35,7.0,2371.73,35.809985567937225,66.18363518530407,172.57613,483.11075,542.57967728929,1,0,0,0,1
10536,21,42710.62,3766.2183333333337,8,6,0.0,14.0,8.04,0.0,1172.87,36.66340190451756,0.0,146.6362,509.98563,596.1539374125185,0,0,1,1,0
10547,30,17612.176,1212.68125,6,5,4.0,14.0,12.75,5.0,1273.32,34.50411799590669,38.81171107057879,43.98163,328.4748,598.0878360247772,0,0,1,0,1
10550,31,17612.176,1143.2288241346553,6,5,4.0,11.0,12.75,6.0,1273.32,28.82299255385756,108.26413693592328,57.10987,305.34656,702.5827761978285,0,0,1,0,1
10562,37,73355.38,6136.948333333334,3,7,1.0,13.0,9.56,7.0,998.81,31.600956482447486,36.42229863478497,244.92203,582.3505,666.5228598778149,0,0,1,1,0
10566,37,73355.38,6136.948333333334,3,7,1.0,14.0,11.56,7.0,998.81,33.806820561058146,36.42229863478497,64.164116,753.1084,601.9523622413398,0,0,1,1,0
10567,38,73355.38,6136.948333333334,3,7,1.0,14.0,11.56,7.0,998.81,32.25803712460284,36.42229863478497,75.01727,742.25525,606.1637066926647,0,0,1,1,0
10582,23,14647.905,1105.65875,0,3,3.0,7.0,8.77,6.0,1196.73,27.750792439461343,21.802703667216285,66.41448,302.3487,640.5752590902897,0,1,0,1,0
10602,26,19725.7,1835.8083333333327,8,10,2.0,13.0,10.0,7.0,2234.82,37.34008681892134,19.398144912202703,150.21335,293.96933,653.891166008136,0,0,1,0,1
10625,18,15728.24,1061.6866666666667,7,6,2.0,17.0,8.59,7.0,2002.37,30.90082643134156,25.043488688572303,127.00593,244.11925,571.7845319016725,1,0,0,0,1
10631,19,15728.24,1061.6866666666667,7,6,2.0,14.0,13.59,10.0,2002.37,30.366366457549447,25.043488688572303,80.4291,290.69608,627.6440452855924,1,0,0,0,1
10677,28,28910.45,2414.204166666667,7,4,4.0,8.0,9.39,6.0,292.98,35.26540816120341,95.02278218449598,30.36907,356.02856,637.9864069574104,0,0,1,0,1
10678,28,28910.45,2414.204166666667,7,4,4.0,8.0,9.39,6.0,292.98,30.6184972001342,95.02278218449598,197.09094,219.30669,640.5483499949021,0,0,1,0,1
10679,28,28910.45,2414.204166666667,7,4,4.0,10.0,9.39,6.0,292.98,30.91033241219082,95.02278218449598,171.34776,245.04987,649.7732849328906,0,0,1,0,1
10688,52,43592.45,3758.7041666666655,2,3,3.0,2.0,4.53,1.0,793.39,31.55787866338224,95.88607790376926,132.4264,397.55792,712.9081399078057,0,1,0,1,0
10698,29,60122.68,5004.223333333333,2,5,0.0,12.0,11.73,4.0,1200.67,30.4084801528938,0.0,154.64496,595.77734,670.2681585966105,0,1,0,1,0
10708,28,20293.24,1700.1033333333337,5,7,4.0,22.0,16.37,11.0,1972.22,30.986119015707487,36.461779525476494,15.701778,357.84677,652.5542739007218,0,0,1,0,1
10711,28,20293.24,1647.2557860332504,5,7,4.0,19.0,16.37,11.0,1972.22,31.166625730808693,89.30932682555935,31.305569,342.24298,578.2660262362905,0,0,1,0,1
10743,43,36690.32,2922.526666666666,3,3,6.0,17.0,14.07,6.0,874.85,35.23574743101079,134.08829152404385,79.8225,358.34186,610.5200727773282,0,0,1,0,1
10791,27,32729.97,2908.4975,6,3,4.0,15.0,9.71,9.0,325.68,35.48975442029673,108.8103330753675,385.8932,86.14623,665.2514910157465,0,0,1,0,1
10792,28,31170.53,2854.544166666666,1,5,2.0,7.0,7.55,0.0,462.11,34.973138389219386,35.03164263146328,66.89611,443.52667,600.2015190730755,0,1,0,1,0
10816,38,28253.72,2460.476666666667,4,6,0.0,12.0,4.93,2.0,1098.38,29.36277847948945,0.0,66.78412,439.26355,638.3605601545846,0,0,1,0,1
10817,38,28253.72,2460.476666666667,4,6,0.0,15.0,4.93,2.0,1098.38,36.092480088460256,0.0,99.87302,416.17465,626.7851633468176,0,0,1,0,1
10850,44,15712.65,1195.3875,10,7,9.0,20.0,16.94,9.0,2540.41,30.94631408304361,79.86675873489466,69.94621,229.72578,606.7570667350743,1,0,0,0,1
10864,18,50739.27,4387.2725,4,6,6.0,18.0,14.03,4.0,1552.17,35.28508729171805,240.05675062535465,280.8212,207.8493,645.657331104778,0,0,1,0,1
10869,19,50739.27,4387.2725,4,6,6.0,15.0,14.03,5.0,1552.17,34.758073149908746,240.05675062535465,142.63641,306.0341,632.7862240401388,0,0,1,0,1
10892,14,36681.48,2999.7900000000004,7,10,6.0,15.0,8.78,15.0,2352.66,29.434322717918697,153.1074918560046,144.24179,292.62973,641.4469119439026,0,0,1,0,1
10895,15,36681.48,2999.7900000000004,7,10,6.0,15.0,8.78,15.0,2352.66,33.83118754828443,153.1074918560046,23.634888,363.23663,627.824190703405,0,0,1,0,1
10899,28,20297.91,1785.4925,8,8,4.0,24.0,10.83,11.0,1873.81,35.42821717103416,48.7309302250652,225.78322,194.0351,364.60660316309895,1,0,0,0,1
10938,33,33395.89,2902.9908333333333,3,3,0.0,0.0,10.96,6.0,675.86,29.71929217278911,0.0,169.01837,411.2807,415.8392376472673,0,1,0,1,0
10940,33,33395.89,2902.9908333333333,3,3,0.0,3.0,10.96,6.0,675.86,27.934426981210247,0.0,323.61514,256.68396,432.6854424112241,0,1,0,1,0
10960,19,22318.49,2130.8741666666665,5,2,3.0,-1.0,4.86,0.0,947.41,28.09143710609236,39.91728359236453,120.4288,312.74133,673.3368819307944,0,1,0,1,0
10962,19,22318.49,2130.8741666666665,5,2,3.0,-1.0,4.86,0.0,947.41,35.70212188040317,39.91728359236453,166.79443,286.3757,634.3550912282029,0,1,0,1,0
10965,20,22318.49,2130.8741666666665,5,2,3.0,2.0,4.86,0.0,947.41,36.98445155510211,39.91728359236453,183.17036,279.99976,588.5513711884345,0,1,0,1,0
11016,18,61319.37,5065.9475,8,10,7.0,21.0,5.65,9.0,2329.84,28.561423421901328,243.64616979626905,66.273605,446.675,392.5591267511503,1,0,0,0,1
11018,18,61319.37,5065.9475,8,10,7.0,19.0,5.65,9.0,2329.84,30.297040588282584,243.64616979626905,173.73564,349.21292,589.4599643686336,1,0,0,0,1
11041,39,35417.25,3013.4375,3,5,0.0,14.0,13.96,5.0,701.43,35.98317384437888,0.0,118.3704,462.97336,634.4776425729722,0,0,1,0,1
11043,39,35417.25,3013.4375,3,5,0.0,14.0,13.96,5.0,701.43,31.765644059763414,0.0,146.34036,445.0034,656.0343836091836,0,0,1,0,1
11057,34,67951.65,5961.6375,8,3,2.0,8.0,11.56,0.0,1022.67,36.66803617734463,68.40421510247005,219.27931,588.4802,642.9064500812773,0,0,1,0,1
11059,34,67951.65,5961.6375,8,3,2.0,8.0,11.56,0.0,1022.67,31.16107995565189,68.40421510247005,181.43646,596.32306,622.2052298487308,0,0,1,0,1
11063,35,67951.65,5961.6375,8,3,2.0,8.0,11.56,5.0,1022.67,31.81107499254617,68.40421510247005,285.29153,532.468,359.9313026075888,0,0,1,0,1
11068,18,22931.66,1863.9716666666664,3,6,0.0,14.0,5.87,6.0,834.51,29.38137568087214,0.0,152.03627,324.3609,586.8675176920237,0,0,1,0,1
11071,19,22931.66,1863.9716666666664,3,6,0.0,12.0,4.87,6.0,834.51,27.57710687542657,0.0,61.55834,374.83884,667.9080288096426,0,0,1,0,1
11084,41,18205.45,1480.1208333333334,2,5,1.0,9.0,4.78,7.0,1042.25,30.775345603130997,12.472030306534936,173.5444,251.99564,678.7387090690091,0,1,0,1,0
11086,41,18205.45,1480.1208333333334,2,5,1.0,12.0,7.78,7.0,1042.25,34.62438436707107,12.472030306534936,142.80484,282.7352,670.7554888197034,0,1,0,1,0
11088,30,12025.045,1263.087083333333,5,4,4.0,12.0,11.89,4.0,843.67,32.70121695539146,27.775905356853585,85.74317,292.78964,625.3011637040839,0,0,1,0,1
11091,30,12025.045,1263.087083333333,5,4,4.0,14.0,12.89,4.0,843.67,32.01862677844742,27.775905356853585,114.94243,273.59036,664.3477332827872,0,0,1,0,1
11095,31,12025.045,1263.087083333333,5,4,4.0,14.0,12.89,9.0,843.67,35.91041359057556,27.775905356853585,44.019485,344.5133,661.1157526823007,0,0,1,0,1
11104,50,89666.88,7309.240000000002,6,6,4.0,20.0,9.52,3.0,1155.94,33.26754967857375,174.8616960489347,153.45198,652.61035,606.6016265318004,0,0,1,0,1
11107,50,89666.88,7309.240000000002,6,6,4.0,20.0,9.52,3.0,1155.94,31.25365214980789,174.8616960489347,181.88918,614.17316,583.3374776037206,0,0,1,0,1
11108,50,89666.88,7309.240000000002,6,6,4.0,20.0,9.52,3.0,1155.94,28.632009613910625,174.8616960489347,137.41963,658.6427,636.4914450147038,0,0,1,0,1
11109,50,89666.88,7309.240000000002,6,6,4.0,20.0,16.52,6.0,1155.94,33.79971136367297,174.8616960489347,300.44235,525.61993,592.2490432521404,0,0,1,0,1
11148,30,83037.36,6663.78,8,9,6.0,18.0,7.46,9.0,1446.74,29.75367685249806,263.2702400233512,68.79499,574.31274,663.0443614481417,0,0,1,0,1
11183,22,40406.18,3191.181666666667,5,5,7.0,13.0,10.07,8.0,1309.82,34.12759084174838,127.41568143891406,116.3457,335.35678,514.2735765454092,0,0,1,0,1
11258,40,35417.27,2789.439166666666,0,3,2.0,5.0,7.8,3.0,364.57,36.518254351655095,39.7703646344823,50.35327,438.82028,623.2265728318179,0,1,0,1,0
11259,40,35417.27,2789.439166666666,0,3,2.0,5.0,7.8,3.0,364.57,31.735824127362815,39.7703646344823,193.95241,305.22116,716.1263777483464,0,1,0,1,0
11261,40,35417.27,2789.439166666666,0,3,2.0,5.0,7.8,3.0,364.57,33.114031153495354,39.7703646344823,262.77948,266.39407,689.2297358021616,0,1,0,1,0
11267,36,69051.14,5503.261666666666,4,7,2.0,8.0,10.2,3.0,1396.03,35.53353695136944,107.16749174363324,166.56117,526.5975,629.7288774961963,0,0,1,0,1
11282,51,76353.4,6159.105585748917,0,6,1.0,5.0,8.97,4.0,752.66,30.808326666167964,477.1370791901472,161.04309,700.27594,701.3349021097754,0,1,0,1,0
11287,51,76353.4,6159.105585748917,0,6,1.0,8.0,8.97,8.0,752.66,35.770582862254834,477.1370791901472,333.12482,568.19415,623.5564718801911,0,1,0,1,0
11294,44,19795.89,1203.1881875769548,3,3,1.0,11.0,14.71,2.0,582.75,33.77471731238427,159.60939492450458,102.32647,312.7992,672.4861643954613,0,0,1,0,1
11360,32,58995.8,4886.316666666667,6,6,1.0,20.0,6.13,2.0,974.73,33.990135437585515,41.64582635053812,101.01677,585.96906,649.9743281954417,0,0,1,0,1
11362,32,58995.8,4886.316666666667,6,6,1.0,17.0,9.13,2.0,974.73,36.10048608479608,41.64582635053812,73.961296,613.02454,580.9118427331158,0,0,1,0,1
11387,51,29789.87,2287.4891666666667,2,3,0.0,8.0,9.12,0.0,777.23,30.18380399999531,0.0,82.622086,416.12683,635.1521447672599,0,1,0,1,0
11397,49,16523.744,1516.97875,1,4,4.0,5.0,10.06,4.0,455.49,33.73841663428151,52.216169090547005,199.20468,190.27702,697.5234367499137,0,1,0,1,0
11399,49,16523.744,1516.97875,1,4,4.0,8.0,10.06,4.0,455.49,31.799772350690677,52.216169090547005,54.266254,325.21545,591.331197572755,0,1,0,1,0
11419,51,41983.29,3389.6075,2,3,3.0,8.0,10.45,2.0,1058.68,33.020518196749194,100.02288508408738,134.25604,374.68182,574.8226541065233,0,1,0,1,0
11425,37,21313.766,1590.147083333333,0,3,4.0,6.0,10.96,1.0,730.84,35.0088581030399,69.39214699491464,105.309456,264.3131,684.2495089868726,0,1,0,1,0
11427,37,21313.766,1590.147083333333,0,3,4.0,9.0,10.96,1.0,730.84,27.761009146509128,69.39214699491464,198.07814,181.54442,717.9384925928554,0,1,0,1,0
11428,37,21313.766,1590.147083333333,0,3,4.0,8.0,10.96,1.0,730.84,32.144873886623444,69.39214699491464,91.0643,268.55826,677.0789337814791,0,1,0,1,0
11429,37,21313.766,1590.147083333333,0,3,4.0,8.0,10.96,1.0,730.84,30.370410593021354,69.39214699491464,74.43593,275.1866,715.0967998154379,0,1,0,1,0
11441,38,20226.28,1617.523333333333,8,6,2.0,9.0,10.79,8.0,767.58,29.89143574392664,26.83134355452796,63.887062,331.03394,668.4395758507562,0,0,1,0,1
11447,39,20226.28,1617.523333333333,8,6,2.0,9.0,8.79,13.0,767.58,31.713100110746108,26.83134355452796,116.84185,308.07913,615.217526441223,0,0,1,0,1
11449,22,39992.36,3303.6966666666667,6,3,7.0,11.0,17.06,11.0,701.68,33.63715508294332,154.52521112766487,35.93874,389.9057,666.0899684735953,0,0,1,0,1
11452,22,39992.36,3303.6966666666667,6,3,7.0,11.0,17.06,11.0,701.68,31.655446618339766,154.52521112766487,55.27034,370.57413,665.9805806149031,0,0,1,0,1
11453,-500,39992.36,3303.6966666666667,6,3,7.0,10.0,17.06,11.0,701.68,34.31408158470397,154.52521112766487,84.49639,361.34805,611.9579338164044,0,0,1,0,1
11459,28,63030.88,5532.573333333333,10,7,6.0,11.0,9.28,8.0,1767.61,36.64823928443766,1396.0,514.5121,30.741072,654.9832655979338,0,0,1,0,1
11474,27,41415.52,3573.293333333333,6,5,5.0,16.0,15.5,11.0,2186.2,33.95324000501463,109.61649005326947,408.22992,129.48294,404.92801461026085,0,0,1,0,1
11490,31,36779.34,2847.945,6,5,3.0,16.0,16.35,8.0,1215.19,28.768765682945894,47.474774130772886,200.81343,306.5063,598.5959168542097,0,0,1,0,1
11493,31,36779.34,2847.945,6,5,3.0,16.0,11.35,12.0,1215.19,33.4125261622345,47.474774130772886,138.9701,358.34964,641.5774904218504,0,0,1,0,1
11505,25,60185.82,4762.485,7,5,6.0,13.0,16.35,6.0,1089.0,32.81989106554412,208.5933439960316,131.94223,395.71292,611.3822761213592,0,0,1,0,1
11509,26,60185.82,4762.485,7,5,6.0,8.0,14.35,6.0,1089.0,36.49948678914088,208.5933439960316,304.22153,253.43362,631.8049738325753,0,0,1,0,1
11530,48,77480.73,6325.7275,4,6,2.0,20.0,9.28,8.0,1311.24,36.181492139714976,127.18556695935632,333.54034,461.84683,723.2945482781365,0,1,0,1,0
11531,48,77480.73,6325.7275,4,6,2.0,20.0,9.28,8.0,1311.24,28.223925456925954,127.18556695935632,107.01242,638.37476,707.1688656054347,0,1,0,1,0
11534,48,77480.73,6325.7275,4,6,2.0,20.0,9.28,8.0,1311.24,28.127386163552146,127.18556695935632,228.84843,536.53876,687.3718432595742,0,1,0,1,0
11562,42,71695.68,5734.639999999999,3,6,2.0,10.0,13.57,1.0,529.91,30.50168079991928,94.63342650475914,38.88639,679.94415,664.269637435448,0,0,1,0,1
11564,42,71695.68,5734.639999999999,3,6,2.0,9.0,7.57,1.0,529.91,30.845675591766977,94.63342650475914,448.83133,299.99924,657.3634024968054,0,0,1,0,1
11567,42,71695.68,5734.639999999999,3,6,2.0,5.0,16.57,3.0,529.91,28.951501019075952,94.63342650475914,735.27423,33.556362,668.9352240998999,0,0,1,0,1
11571,20,18438.875,1275.7586924571965,0,4,1.0,11.0,5.08,0.0,435.96,34.69275112417782,205.1602534991548,101.64387,309.56738,634.2023558186506,0,1,0,1,0
11574,20,18438.875,1275.7586924571965,0,4,1.0,11.0,5.08,0.0,435.96,28.21209113469969,205.1602534991548,60.474316,350.73694,372.0391544013961,0,1,0,1,0
11582,25,66681.8,5278.816666666667,2,1,0.0,12.0,9.55,2.0,679.2,36.16659897419059,0.0,284.9507,532.93097,625.2420274814294,0,1,0,1,0
11594,17,29198.56,2340.2133333333336,7,5,4.0,24.0,9.61,11.0,1393.85,35.69523322167751,58.46646189427882,72.458725,353.09613,532.9569237274488,1,0,0,0,1
11615,17,17461.98,1642.165,6,5,2.0,18.0,14.77,11.0,1405.7,34.542898543896065,28.09484906355243,216.49023,209.63142,401.2666386071423,0,0,1,0,1
11647,43,16069.44,1311.12,3,4,2.0,12.0,16.57,9.0,2550.25,36.19204889992426,21.9322075409998,40.38479,328.795,641.467088505224,0,0,1,0,1
11693,24,61695.68,5230.306666666666,1,4,3.0,1.0,9.77,3.0,654.6,31.44070649324985,101.18262565181712,505.86002,205.988,639.011497812907,0,1,0,1,0
11695,24,61695.68,5230.306666666666,1,4,3.0,-1.0,5.77,8.0,654.6,32.24111735046547,101.18262565181712,93.60249,568.24554,611.4230829039257,0,1,0,1,0
11704,24,22251.84,1799.32,4,2,3.0,7.0,11.6,1.0,310.58,27.54446611630068,46.01980316894309,60.718235,323.19397,591.3998916105105,0,1,0,1,0
11710,25,22251.84,1799.32,4,2,3.0,7.0,11.6,1.0,310.58,36.703910581981056,46.01980316894309,44.52567,329.38654,677.1630526891032,0,1,0,1,0
11730,36,33878.15,3031.179166666667,4,2,0.0,12.0,6.64,2.0,1195.14,30.404148547492746,0.0,378.152,214.9659,720.8233780990237,0,1,0,1,0
11753,38,43644.96,3551.08,6,8,5.0,21.0,8.12,11.0,2203.98,33.59348171118845,133.0470229914066,289.09857,202.96242,588.466435940167,1,0,0,0,1
11756,38,43644.96,3551.08,6,8,5.0,18.0,8.12,11.0,2203.98,29.55095725995725,133.0470229914066,231.14055,280.9204,637.0038104051482,1,0,0,0,1
11759,38,43644.96,3551.08,6,8,5.0,21.0,8.12,11.0,2203.98,36.027528496475995,133.0470229914066,176.03851,316.02246,440.0139047419919,1,0,0,0,1
11761,27,73339.92,5916.66,4,4,3.0,15.0,4.22,2.0,1444.26,29.56619299177072,152.58628136167118,72.09293,606.98676,590.0086460096791,0,0,1,1,0
11764,28,73339.92,5916.66,4,4,3.0,12.0,4.22,3.0,1444.26,32.11252119269436,152.58628136167118,111.88576,567.194,635.4334133671251,0,0,1,1,0
11767,28,73339.92,5916.66,4,4,3.0,12.0,4.22,3.0,1444.26,35.58678249717587,152.58628136167118,339.96683,359.11288,617.7301817729677,0,0,1,1,0
11809,30,63761.19,5143.4325,4,3,2.0,19.0,4.29,1.0,1448.2,31.13191055566101,100.89958449083136,45.387962,608.0557,675.8638115015941,0,1,0,1,0
11816,31,60348.92,5245.076666666667,6,6,2.0,19.0,8.53,1.0,1134.8,36.14391887638658,84.7803839535242,141.8078,547.9195,631.3156369392032,0,0,1,0,1
11819,32,60348.92,5245.076666666667,6,6,2.0,19.0,8.53,1.0,1134.8,36.97273725766243,84.7803839535242,156.19751,533.5298,656.021262000656,0,0,1,0,1
11822,32,60348.92,5245.076666666667,6,6,2.0,19.0,7.53,1.0,1134.8,32.78565916800097,84.7803839535242,497.9457,231.78157,602.578229102954,0,0,1,0,1
11825,31,65714.32,5202.193333333334,6,6,4.0,16.0,9.73,12.0,1727.71,30.031431878443,183.6905800302518,349.51486,257.01392,394.62653104002374,0,0,1,0,1
11828,31,65714.32,5202.193333333334,6,6,4.0,15.0,9.73,12.0,1727.71,34.946206248227035,183.6905800302518,456.71912,159.80965,607.9328624993494,0,0,1,0,1
11882,52,41122.69,3717.890833333333,1,3,1.0,8.0,10.67,4.0,1103.48,32.47050669083969,22.114612545762693,51.478638,548.19586,652.0225465336056,0,1,0,1,0
11896,32,81402.48,6802.54,7,5,9.0,21.0,5.55,8.0,2438.55,32.701099176004874,436.4013434486833,164.30956,319.5431,423.2833355119484,1,0,0,0,1
11897,32,81402.48,6802.54,7,5,9.0,22.0,4.55,8.0,2438.55,35.34083226553329,436.4013434486833,46.74129,437.11136,362.68478548583727,1,0,0,0,1
11898,32,81402.48,6802.54,7,5,9.0,22.0,5.55,8.0,2438.55,32.61990857788629,436.4013434486833,148.91202,344.94064,382.69268965891854,1,0,0,0,1
11913,33,18827.29,1484.940833333333,9,6,3.0,26.0,12.54,10.0,1370.06,32.76349101169235,43.98119070866579,152.00783,242.50507,597.6287970452245,1,0,0,0,1
11916,33,18827.29,1484.940833333333,9,6,3.0,27.0,12.54,10.0,1370.06,27.68139509519444,43.98119070866579,41.890858,342.62204,425.00938054538045,1,0,0,0,1
11923,42,68266.3,5417.858333333334,7,4,3.0,9.0,8.32,2.0,1145.17,34.25115854526084,124.05338967256895,578.74054,128.9919,663.1487462648249,0,1,0,1,0
11925,42,68266.3,5417.858333333334,7,4,3.0,9.0,8.32,2.0,1145.17,34.966452534667894,124.05338967256895,246.68753,441.04492,722.1545966552945,0,1,0,1,0
11963,28,17926.7,1468.8916666666669,6,3,2.0,11.0,15.6,6.0,1137.33,35.48826013133812,20.29936911655792,78.40695,308.18283,631.4509153201625,0,0,1,0,1
12031,28,83062.28,7162.856666666668,7,9,5.0,17.0,6.52,12.0,2173.72,36.39141326407277,176.31914130318046,150.58345,649.38306,666.40708820361,1,0,0,0,1
12032,39,59477.0,5231.416666666667,4,7,3.0,16.0,10.46,7.0,1721.85,34.596739054625395,147.77437402209196,37.808613,577.55865,667.9995832693816,0,0,1,0,1
12039,39,59477.0,5231.416666666667,4,7,3.0,15.0,10.46,7.0,1721.85,29.54531925619799,147.77437402209196,110.40031,504.96698,601.4371474498297,0,0,1,0,1
12070,21,51477.8,4130.816666666667,3,5,2.0,15.0,15.84,3.0,478.17,34.24596680546801,67.79771853588983,129.89384,465.3901,629.8537119454138,0,0,1,0,1
